0.025336005,288555,2
0.067044005,53910,2
0.108752005,53735,2
0.150460005,171460,2
0.192168005,53415,2
0.233876005,172580,2
0.275584005,281425,2
0.317292005,52795,2
0.359000005,257340,2
0.400708005,49390,2
0.442416005,256815,2
0.484124005,45410,2
0.525832005,64775,2
0.567540005,244720,2
0.609248005,36250,2
0.650956005,62690,2
0.692664005,78415,2
0.734372005,168430,2
0.776080005,59105,2
0.817788005,226140,2
0.859496005,37695,2
0.901204005,71995,2
0.942912005,80330,2
0.984620005,193685,2
1.026328005,70615,2
1.068036005,101625,2
1.109744005,61445,2
1.151452005,123185,2
1.193160005,198880,2
1.234868005,23310,2
1.276576005,44375,2
1.318284005,120235,2
1.359992005,244295,2
1.401700005,59520,2
1.443408005,45970,2
1.485116005,119260,2
1.526824005,212415,2
1.568532005,52720,2
1.610240005,153470,2
1.651948005,51410,2
1.693656005,218055,2
1.735364005,51605,2
1.777072005,215445,2
1.818780005,33555,2
1.860488005,195700,2
1.902196005,45990,2
1.943904005,668915,2
1.985612005,15150,2
2.027320005,135175,2
2.069028005,22770,2
2.110736005,143145,2
2.152444005,33120,2
2.194152005,151945,2
2.235860005,24745,2
2.277568005,113365,2
2.319276005,22075,2
2.360984005,120260,2
2.402692005,18405,2
2.444400005,175755,2
2.486108005,17820,2
2.527816005,145750,2
2.569524005,26360,2
2.611232005,114425,2
2.652940005,15605,2
2.694648005,76825,2
2.736356005,309655,2
2.778064005,79570,2
2.819772005,72735,2
2.861480005,175895,2
2.903188005,166310,2
2.944896005,72440,2
2.986604005,183075,2
3.028312005,102535,2
3.070020005,178310,2
3.111728005,123245,2
3.153436005,190640,2
3.195144005,98555,2
3.236852005,130375,2
3.278560005,66745,2
3.320268005,181425,2
3.361976005,197350,2
3.403684005,124945,2
3.445392005,190285,2
3.487100005,117120,2
3.528808005,275575,2
3.570516005,111690,2
3.612224005,144230,2
3.653932005,198975,2
3.695640005,137295,2
3.737348005,258725,2
3.779056005,136740,2
3.820764005,204445,2
3.862472005,96440,2
3.904180005,57725,2
3.945888005,173960,2
3.987596005,39710,2
4.029304005,137330,2
4.071012005,43730,2
4.112720005,122160,2
4.154428005,282310,2
4.196136005,38445,2
4.237844005,39640,2
4.279552005,182250,2
4.321260005,40540,2
4.362968005,104320,2
4.404676005,42685,2
4.446384005,181965,2
4.488092005,44050,2
4.529800005,90725,2
4.571508005,43015,2
4.613216005,117775,2
4.654924005,47300,2
4.696632005,93490,2
4.738340005,1255715,2
4.780048005,6940,2
4.821756005,5895,2
4.863464005,121240,2
4.905172005,8620,2
4.946880005,144510,2
4.988588005,9965,2
5.030296005,180015,2
5.072004005,10235,2
5.113712005,122240,2
5.155420005,10950,2
5.197128005,69200,2
5.238836005,11215,2
5.280544005,66440,2
5.322252005,1246440,2
5.363960005,44625,2
5.405668005,6895,2
5.447376005,137795,2
5.489084005,8225,2
5.530792005,110655,2
5.572500005,8410,2
5.614208005,49900,2
5.655916005,9815,2
5.697624005,140975,2
5.739332005,10135,2
5.781040005,53425,2
5.822748005,12565,2
5.864456005,135465,2
5.906164005,8735,2
5.947872005,45795,2
5.989580005,8760,2
6.031288005,131115,2
6.072996005,7615,2
6.114704005,47885,2
6.156412005,8305,2
6.198120005,107620,2
6.239828005,7585,2
6.281536005,51565,2
6.323244005,9130,2
6.364952005,131960,2
6.406660005,8225,2
6.448368005,43775,2
6.490076005,9335,2
6.531784005,141110,2
6.573492005,8800,2
6.615200005,48815,2
6.656908005,8360,2
6.698616005,99865,2
6.740324005,8690,2
6.782032005,49515,2
6.823740005,9100,2
6.865448005,85070,2
6.907156005,9610,2
6.948864005,42285,2
6.990572005,6955,2
7.032280005,86385,2
7.073988005,10375,2
7.115696005,47805,2
7.157404005,8905,2
7.199112005,58350,2
7.240820005,9455,2
7.282528005,42995,2
7.324236005,522375,2
7.365944005,30635,2
7.407652005,57015,2
7.449360005,28840,2
7.491068005,69250,2
7.532776005,31205,2
7.574484005,63230,2
7.616192005,25415,2
7.657900005,74505,2
7.699608005,29715,2
7.741316005,66595,2
7.783024005,28535,2
7.824732005,81305,2
7.866440005,26700,2
7.908148005,66070,2
7.949856005,29460,2
7.991564005,88000,2
8.033272005,28610,2
8.074980005,76370,2
8.116688005,32975,2
8.158396005,56760,2
8.200104005,34525,2
8.241812005,90450,2
8.283520005,35795,2
8.325228005,55295,2
8.366936005,32355,2
8.408644005,96505,2
8.450352005,31430,2
8.492060005,52715,2
8.533768005,30480,2
8.575476005,95435,2
8.617184005,28995,2
8.658892005,52085,2
8.700600005,30315,2
8.742308005,91330,2
8.784016005,30860,2
8.825724005,51060,2
8.867432005,34190,2
8.909140005,93445,2
8.950848005,32485,2
8.992556005,54100,2
9.034264005,29490,2
9.075972005,97540,2
9.117680005,31035,2
9.159388005,53040,2
9.201096005,32030,2
9.242804005,91920,2
9.284512005,31315,2
9.326220005,52790,2
9.367928005,29335,2
9.409636005,97615,2
9.451344005,32725,2
9.493052005,53150,2
9.534760005,30085,2
9.576468005,85020,2
9.618176005,31280,2
9.659884005,53555,2
9.701592005,30930,2
9.743300005,86340,2
9.785008005,31165,2
9.826716005,52350,2
9.868424005,31005,2
9.910132005,77730,2
9.951840005,33265,2
9.993548005,52350,2
10.03525601,35020,2
10.07696401,65795,2
10.11867201,33940,2
10.16038001,56125,2
10.20208801,40675,2
10.24379601,50000,2
10.28550401,42190,2
10.32721201,1056320,2
10.36892001,8835,2
10.41062801,5600,2
10.45233601,92610,2
10.49404401,6870,2
10.53575201,12090,2
10.57746001,9080,2
10.61916801,72260,2
10.66087601,6690,2
10.70258401,13030,2
10.74429201,7965,2
10.78600001,72960,2
10.82770801,8215,2
10.86941601,12140,2
10.91112401,6445,2
10.95283201,66780,2
10.99454001,7305,2
11.03624801,11590,2
11.07795601,6940,2
11.11966401,60500,2
11.16137201,6465,2
11.20308001,11740,2
11.24478801,6010,2
11.28649601,55965,2
11.32820401,6865,2
11.36991201,54495,2
11.41162001,7775,2
11.45332801,19075,2
11.49503601,6370,2
11.53674401,73835,2
11.57845201,8630,2
11.62016001,16875,2
11.66186801,7090,2
11.70357601,63230,2
11.74528401,6535,2
11.78699201,15720,2
11.82870001,6450,2
11.87040801,53595,2
11.91211601,7520,2
11.95382401,18410,2
11.99553201,6315,2
12.03724001,50150,2
12.07894801,8595,2
12.12065601,17280,2
12.16236401,9025,2
12.20407201,51510,2
12.24578001,7670,2
12.28748801,17895,2
12.32919601,8165,2
12.37090401,43495,2
12.41261201,10905,2
12.45432001,15270,2
12.49602801,8630,2
12.53773601,31550,2
12.57944401,9625,2
12.62115201,13875,2
12.66286001,8455,2
12.70456801,20460,2
12.74627601,12750,2
12.78798401,21490,2
12.82969201,1160815,2
12.87140001,5440,2
12.91310801,1515,2
12.95481601,208725,2
12.99652401,2000,2
13.03823201,5785,2
13.07994001,3340,2
13.12164801,116320,2
13.16335601,2730,2
13.20506401,4130,2
13.24677201,1910,2
13.28848001,68175,2
13.33018801,2815,2
13.37189601,4290,2
13.41360401,1270,2
13.45531201,65440,2
13.49702001,2060,2
13.53872801,690,2
13.58043601,23445,2
13.62214401,2090,2
13.66385201,1150,2
13.70556001,24645,2
13.74726801,1125,2
13.78897601,3715,2
13.83068401,1035,2
13.87239201,59100,2
13.91410001,1815,2
13.95580801,3970,2
13.99751601,925,2
14.03922401,71165,2
14.08093201,1180,2
14.12264001,3140,2
14.16434801,1235,2
14.20605601,46045,2
14.24776401,1105,2
14.28947201,2755,2
14.33118001,995,2
14.37288801,36340,2
14.41459601,1155,2
14.45630401,2220,2
14.49801201,1165,2
14.53972001,28855,2
14.58142801,870,2
14.62313601,2310,2
14.66484401,925,2
14.70655201,21870,2
14.74826001,1560,2
14.78996801,4640,2
14.83167601,4000,2
14.87338401,74385,2
14.91509201,3030,2
14.95680001,4455,2
14.99850801,2690,2
